BioSample_ID,SRA_accession,assembly_ID,collection_year,ISO_country_code,host,host_age,host_sex,isolate,isolation_source,isolation_source_category,isolation_latitude,isolation_longitude,genus,organism,AMR_associated_publications,Updated_phenotype_CLSI,Updated_phenotype_EUCAST,used_ECOFF,database,antibiotic_name,ast_standard,laboratory_typing_method,measurement,measurement_sign,measurement_units,platform,resistance_phenotype,species,antibiotic_ontology,antibiotic_ontology_link,country,geographical_region,geographical_subregion
SAMEA2658630,ERS508658,GCA_901275745.1,2010.0,ZAF,Homo sapiens,,male,14566_5#15,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814048,ERS566416,GCA_901276195.1,2012.0,ZAF,Homo sapiens,,male,14913_4#23,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2554266,ERS464767,GCA_901276365.1,2010.0,ZAF,Homo sapiens,,male,13415_8#59,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2554292,ERS464793,GCA_901277915.1,2009.0,ZAF,Homo sapiens,,female,13415_8#85,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2554298,ERS464799,GCA_901278135.1,2010.0,ZAF,Homo sapiens,,male,13415_8#91,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2696508,ERS525087,GCA_901280285.1,2011.0,TGO,Homo sapiens,,male,14520_6#51,csf,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,10.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Togo,Africa,Sub-Saharan Africa
SAMEA2696514,ERS525093,GCA_901280395.1,2012.0,SEN,Homo sapiens,,male,14520_6#54,csf,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,15.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Senegal,Africa,Sub-Saharan Africa
SAMEA2696516,ERS525095,GCA_901280455.1,2012.0,SEN,Homo sapiens,,female,14520_6#55,csf,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,16.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Senegal,Africa,Sub-Saharan Africa
SAMEA2696533,ERS525112,GCA_901280525.1,2012.0,SEN,Homo sapiens,,male,14520_6#63,pus,skin or soft tissue,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,26.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Senegal,Africa,Sub-Saharan Africa
SAMEA2696535,ERS525114,GCA_901280615.1,2010.0,SEN,Homo sapiens,,male,14520_6#64,csf,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,13.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Senegal,Africa,Sub-Saharan Africa
SAMEA2554371,ERS464872,GCA_901280935.1,2010.0,ZAF,Homo sapiens,,female,13470_1#68,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2696566,ERS525145,GCA_901280945.1,2012.0,SEN,Homo sapiens,,female,14520_6#89,csf,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,31.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Senegal,Africa,Sub-Saharan Africa
SAMEA2521754,ERS455294,GCA_901282225.1,2012.0,USA,Homo sapiens,,,13710_1#5,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2521776,ERS455316,GCA_901282735.1,2012.0,USA,Homo sapiens,,,13710_1#17,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,0.25,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2521467,ERS455007,GCA_901283845.1,2009.0,USA,Homo sapiens,,,13710_1#49,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2521484,ERS455024,GCA_901284035.1,2009.0,USA,Homo sapiens,,,13710_1#54,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA3431420,ERS740705,GCA_901284745.1,2010.0,QAT,Homo sapiens,,male,18090_1#128,blood,blood,25.3548,51.1839,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,<,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Qatar,Asia,Western Asia
SAMEA104035322,ERS1699215,GCA_901286305.1,2010.0,ISR,Homo sapiens,,female,22841_4#2,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,microreact,tetracycline,CLSI,disk diffusion,29.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035337,ERS1699230,GCA_901286895.1,2011.0,ISR,Homo sapiens,,female,22841_4#31,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,35.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035350,ERS1699243,GCA_901287145.1,2011.0,ISR,Homo sapiens,,female,22841_4#44,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,28.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035377,ERS1699270,GCA_901287625.1,2012.0,ISR,Homo sapiens,,male,22841_4#71,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,22.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3354044,ERS708399,GCA_901287675.1,2014.0,ZAF,Homo sapiens,,female,18090_5#43,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA104035384,ERS1699277,GCA_901287855.1,2012.0,ISR,Homo sapiens,,female,22841_4#78,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,24.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035130,ERS1699023,GCA_901290595.1,2010.0,ISR,Homo sapiens,,female,22667_7#134,csf,central nervous system,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,12.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3714347,ERS1021496,GCA_901291655.1,2009.0,PER,Homo sapiens,,female,19084_8#10,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714352,ERS1021501,GCA_901292005.1,2009.0,PER,Homo sapiens,,male,19084_8#15,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714355,ERS1021504,GCA_901292225.1,2009.0,PER,Homo sapiens,,female,19084_8#18,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,9.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714255,ERS1021404,GCA_901292255.1,2007.0,PER,Homo sapiens,,female,19084_7#102,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714259,ERS1021408,GCA_901292485.1,2008.0,PER,Homo sapiens,,female,19084_7#106,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,15.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA104035199,ERS1699092,GCA_901293335.1,2010.0,ISR,Homo sapiens,,female,22841_1#6,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,34.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3714483,ERS1021632,GCA_901294285.1,1999.0,USA,Homo sapiens,,,19084_8#146,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA3714499,ERS1021648,GCA_901294885.1,1998.0,USA,Homo sapiens,,,19084_8#162,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA104035247,ERS1699140,GCA_901295655.1,2011.0,ISR,Homo sapiens,,female,22841_1#52,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,28.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3447952,ERS745526,GCA_901296975.1,2007.0,GMB,Homo sapiens,,,19183_3#26,np swab,respiratory tract,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA104035279,ERS1699172,GCA_901297025.1,2011.0,ISR,Homo sapiens,,female,22841_1#84,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035300,ERS1699193,GCA_901298085.1,2011.0,ISR,Homo sapiens,,female,22841_1#104,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,21.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3448000,ERS745574,GCA_901299355.1,2007.0,GMB,Homo sapiens,,,19183_3#74,np swab,respiratory tract,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,18.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA3448001,ERS745575,GCA_901299385.1,2007.0,GMB,Homo sapiens,,,19183_3#75,np swab,respiratory tract,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA104035528,ERS1699421,GCA_901300505.1,2012.0,ISR,Homo sapiens,,female,22841_1#142,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035617,ERS1699510,GCA_901303945.1,2013.0,ISR,Homo sapiens,,female,22841_2#38,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035624,ERS1699517,GCA_901304685.1,2014.0,ISR,Homo sapiens,,male,22841_2#45,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,32.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035629,ERS1699522,GCA_901305185.1,2014.0,ISR,Homo sapiens,,female,22841_2#50,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3175686,ERS628634,GCA_901305545.1,1999.0,USA,Homo sapiens,,,15608_2#41,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA3233202,ERS654395,GCA_901307185.1,1999.0,GMB,Homo sapiens,,female,15873_3#17,cerebrospinal fluid,central nervous system,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,E-test,48.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA104035651,ERS1699544,GCA_901307605.1,2014.0,ISR,Homo sapiens,,female,22841_2#72,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,26.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA3175722,ERS628670,GCA_901308455.1,1998.0,USA,Homo sapiens,,,15608_2#77,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2658673,ERS508701,GCA_901308525.1,2010.0,ZAF,Homo sapiens,,female,14566_5#28,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658676,ERS508704,GCA_901308705.1,2010.0,ZAF,Homo sapiens,,female,14566_5#29,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3175726,ERS628674,GCA_901308735.1,1998.0,USA,Homo sapiens,,,15608_2#81,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2658693,ERS508721,GCA_901309135.1,2010.0,ZAF,Homo sapiens,,male,14566_5#34,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3431335,ERS740620,GCA_901311765.1,2000.0,EGY,Homo sapiens,,,18090_1#85,csf,central nervous system,26.8206,30.8025,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Egypt,Africa,Northern Africa
SAMEA3175785,ERS628733,GCA_901312365.1,2012.0,SVN,Homo sapiens,,female,15608_3#32,blood,blood,46.1512,14.9955,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,E-test,0.125,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Slovenia,Europe,Southern Europe
SAMEA3175800,ERS628748,GCA_901313555.1,2012.0,SVN,Homo sapiens,,female,15608_3#47,blood,blood,46.1512,14.9955,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,E-test,12.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Slovenia,Europe,Southern Europe
SAMEA2658817,ERS508845,GCA_901314645.1,2010.0,ZAF,Homo sapiens,,female,14566_5#82,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
